Batsman,Team,Match,Year,Innings,Over_Num,Ball_Num,Ball_Position,Entry_Over,Entry_Phase,Runs_This_Ball,Is_Dot,Is_Boundary,Is_Four,Is_Six,RRreq,RRR_Range,Runs_Required,Balls_Remaining
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,12.0,5.0,Late (5-6),12.0,Middle (7-15),6.0,0,1,0,1,,No RRR,,44
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,12.0,6.0,Late (5-6),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,44
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,13.0,6.0,Late (5-6),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,37
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,1.0,Early (1-2),12.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,35
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,2.0,Early (1-2),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,35
AD Russell,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,3.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,34
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,11.0,3.0,Middle (3-4),11.0,Middle (7-15),1.0,0,0,0,0,15.76,15+ RPO,134.0,51
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,11.0,5.0,Late (5-6),11.0,Middle (7-15),0.0,1,0,0,0,15.84,15+ RPO,132.0,50
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,11.0,6.0,Late (5-6),11.0,Middle (7-15),0.0,1,0,0,0,15.72,15+ RPO,131.0,50
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,12.0,2.0,Early (1-2),11.0,Middle (7-15),1.0,0,0,0,0,16.56,15+ RPO,127.0,46
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,12.0,5.0,Late (5-6),11.0,Middle (7-15),0.0,1,0,0,0,17.58,15+ RPO,126.0,43
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,12.0,6.0,Late (5-6),11.0,Middle (7-15),1.0,0,0,0,0,17.85,15+ RPO,125.0,42
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,1.0,Early (1-2),11.0,Middle (7-15),6.0,0,1,0,1,17.41,15+ RPO,119.0,41
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,2.0,Early (1-2),11.0,Middle (7-15),1.0,0,0,0,0,17.7,15+ RPO,118.0,40
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,5.0,Late (5-6),11.0,Middle (7-15),6.0,0,1,0,1,18.0,15+ RPO,111.0,37
AJ Turner,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,6.0,Late (5-6),11.0,Middle (7-15),0.0,1,0,0,0,18.5,15+ RPO,111.0,36
D Hooda,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,4.0,Middle (3-4),7.0,Middle (7-15),4.0,0,1,1,0,13.13,12-15 RPO,162.0,74
D Hooda,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,5.0,Late (5-6),7.0,Middle (7-15),1.0,0,0,0,0,13.23,12-15 RPO,161.0,73
D Hooda,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,2.0,Early (1-2),7.0,Middle (7-15),0.0,1,0,0,0,13.62,12-15 RPO,159.0,70
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,12.0,4.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,17.18,15+ RPO,126.0,44
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,3.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,18.15,15+ RPO,118.0,39
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,13.0,4.0,Middle (3-4),12.0,Middle (7-15),1.0,0,0,0,0,18.47,15+ RPO,117.0,38
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,14.0,1.0,Early (1-2),12.0,Middle (7-15),1.0,0,0,0,0,18.85,15+ RPO,110.0,35
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,14.0,3.0,Middle (3-4),12.0,Middle (7-15),2.0,0,0,0,0,19.45,15+ RPO,107.0,33
KH Pandya,Lucknow Super Giants,LAT20 # 13584,2024,1st,14.0,4.0,Middle (3-4),12.0,Middle (7-15),0.0,1,0,0,0,20.06,15+ RPO,107.0,32
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,0.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,11.69,9-12 RPO,232.0,119
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,0.0,2.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,11.74,9-12 RPO,231.0,118
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,0.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,11.94,9-12 RPO,229.0,115
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,1.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,11.73,9-12 RPO,221.0,113
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,1.0,2.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,11.78,9-12 RPO,220.0,112
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,12.11,12-15 RPO,216.0,107
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,2.0,Early (1-2),0.0,Powerplay (0-6),2.0,0,0,0,0,12.11,12-15 RPO,214.0,106
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,12.05,12-15 RPO,213.0,106
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,12.17,12-15 RPO,213.0,105
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,12.23,12-15 RPO,212.0,104
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,12.17,12-15 RPO,205.0,101
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,12.18,12-15 RPO,193.0,95
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,12.31,12-15 RPO,193.0,94
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,12.25,12-15 RPO,192.0,94
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,4.0,Middle (3-4),0.0,Powerplay (0-6),2.0,0,0,0,0,12.25,12-15 RPO,190.0,93
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,12.39,12-15 RPO,190.0,92
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,4.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,12.52,12-15 RPO,190.0,91
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,12.67,12-15 RPO,188.0,89
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,13.01,12-15 RPO,180.0,83
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,13.2,12-15 RPO,176.0,80
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,2.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,13.1,12-15 RPO,166.0,76
KL Rahul,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,13.28,12-15 RPO,166.0,75
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,2.0,6.0,Late (5-6),2.0,Powerplay (0-6),6.0,0,1,0,1,12.0,12-15 RPO,206.0,103
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,2.0,Early (1-2),2.0,Powerplay (0-6),4.0,0,1,1,0,12.06,12-15 RPO,201.0,100
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,3.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,12.18,12-15 RPO,201.0,99
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,4.0,Middle (3-4),2.0,Powerplay (0-6),4.0,0,1,1,0,12.06,12-15 RPO,197.0,98
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,5.0,Late (5-6),2.0,Powerplay (0-6),4.0,0,1,1,0,11.93,9-12 RPO,193.0,97
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,3.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,12.06,12-15 RPO,193.0,96
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,2.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,12.81,12-15 RPO,188.0,88
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,3.0,Middle (3-4),2.0,Powerplay (0-6),6.0,0,1,0,1,12.55,12-15 RPO,182.0,87
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,4.0,Middle (3-4),2.0,Powerplay (0-6),0.0,1,0,0,0,12.69,12-15 RPO,182.0,86
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,5.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,12.62,12-15 RPO,181.0,86
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,5.0,6.0,Late (5-6),2.0,Powerplay (0-6),0.0,1,0,0,0,12.77,12-15 RPO,181.0,85
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,2.0,Early (1-2),2.0,Powerplay (0-6),2.0,0,0,0,0,13.02,12-15 RPO,178.0,82
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,3.0,Middle (3-4),2.0,Powerplay (0-6),1.0,0,0,0,0,13.11,12-15 RPO,177.0,81
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,5.0,Late (5-6),2.0,Powerplay (0-6),4.0,0,1,1,0,13.06,12-15 RPO,172.0,79
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,6.0,6.0,Late (5-6),2.0,Powerplay (0-6),1.0,0,0,0,0,13.15,12-15 RPO,171.0,78
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,1.0,Early (1-2),2.0,Powerplay (0-6),1.0,0,0,0,0,13.24,12-15 RPO,170.0,77
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,7.0,6.0,Late (5-6),2.0,Powerplay (0-6),1.0,0,0,0,0,13.33,12-15 RPO,160.0,72
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,1.0,Early (1-2),2.0,Powerplay (0-6),1.0,0,0,0,0,13.43,12-15 RPO,159.0,71
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,5.0,Late (5-6),2.0,Powerplay (0-6),1.0,0,0,0,0,13.52,12-15 RPO,151.0,67
MP Stoinis,Lucknow Super Giants,LAT20 # 13584,2024,1st,9.0,1.0,Early (1-2),2.0,Powerplay (0-6),0.0,1,0,0,0,13.93,12-15 RPO,151.0,65
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,3.0,Middle (3-4),8.0,Middle (7-15),6.0,0,1,0,1,13.3,12-15 RPO,153.0,69
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,4.0,Middle (3-4),8.0,Middle (7-15),1.0,0,0,0,0,13.41,12-15 RPO,152.0,68
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,8.0,6.0,Late (5-6),8.0,Middle (7-15),0.0,1,0,0,0,13.72,12-15 RPO,151.0,66
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,9.0,5.0,Late (5-6),8.0,Middle (7-15),0.0,1,0,0,0,13.83,12-15 RPO,143.0,62
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,9.0,6.0,Late (5-6),8.0,Middle (7-15),1.0,0,0,0,0,13.96,12-15 RPO,142.0,61
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,10.0,1.0,Early (1-2),8.0,Middle (7-15),1.0,0,0,0,0,14.13,12-15 RPO,139.0,59
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,10.0,3.0,Middle (3-4),8.0,Middle (7-15),1.0,0,0,0,0,14.42,12-15 RPO,137.0,57
N Pooran,Lucknow Super Giants,LAT20 # 13584,2024,1st,11.0,2.0,Early (1-2),8.0,Middle (7-15),0.0,1,0,0,0,15.57,15+ RPO,135.0,52
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,119
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,118
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,3.0,Middle (3-4),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,117
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,116
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,112
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,3.0,Middle (3-4),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,111
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,110
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,107
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,2.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,106
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,3.0,Middle (3-4),0.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,105
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,104
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,101
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,4.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,95
PD Salt,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,4.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,94
R Bishnoi,Lucknow Super Giants,LAT20 # 13584,2024,1st,14.0,5.0,Late (5-6),14.0,Middle (7-15),1.0,0,0,0,0,20.51,15+ RPO,106.0,31
R Bishnoi,Lucknow Super Giants,LAT20 # 13584,2024,1st,15.0,1.0,Early (1-2),14.0,Middle (7-15),1.0,0,0,0,0,21.72,15+ RPO,105.0,29
R Bishnoi,Lucknow Super Giants,LAT20 # 13584,2024,1st,16.0,1.0,Early (1-2),14.0,Middle (7-15),0.0,1,0,0,0,25.82,15+ RPO,99.0,23
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,4.0,Middle (3-4),14.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,33
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,5.0,Late (5-6),14.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,32
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,14.0,6.0,Late (5-6),14.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,31
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,15.0,4.0,Middle (3-4),14.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,26
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,15.0,5.0,Late (5-6),14.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,25
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,5.0,Late (5-6),14.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,21
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,1.0,Early (1-2),14.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,17
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,5.0,Late (5-6),14.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,13
RK Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,6.0,Late (5-6),14.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,12
Ramandeep Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,18.0,2.0,Early (1-2),18.0,Death (16-20),2.0,0,0,0,0,,No RRR,,10
Ramandeep Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,18.0,3.0,Middle (3-4),18.0,Death (16-20),6.0,0,1,0,1,,No RRR,,9
Ramandeep Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,18.0,4.0,Middle (3-4),18.0,Death (16-20),1.0,0,0,0,0,,No RRR,,8
Ramandeep Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,18.0,6.0,Late (5-6),18.0,Death (16-20),6.0,0,1,0,1,,No RRR,,6
Ramandeep Singh,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,19.0,6.0,Late (5-6),18.0,Death (16-20),4.0,0,1,1,0,,No RRR,,1
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,115
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,0.0,6.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,114
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,113
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,109
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,1.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,108
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,5.0,Late (5-6),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,103
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,2.0,6.0,Late (5-6),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,102
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,2.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,100
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,3.0,Middle (3-4),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,99
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,4.0,Middle (3-4),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,98
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,97
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,3.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,97
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,4.0,6.0,Late (5-6),0.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,90
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,5.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,87
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,5.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,86
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,5.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,85
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,6.0,1.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,83
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,6.0,3.0,Middle (3-4),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,81
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,6.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,80
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,6.0,6.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,78
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,7.0,1.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,77
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,7.0,2.0,Early (1-2),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,76
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,7.0,5.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,73
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,8.0,4.0,Middle (3-4),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,68
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,8.0,5.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,67
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,8.0,6.0,Late (5-6),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,66
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,9.0,1.0,Early (1-2),0.0,Powerplay (0-6),4.0,0,1,1,0,,No RRR,,65
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,9.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,64
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,9.0,3.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,63
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,9.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,62
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,10.0,2.0,Early (1-2),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,58
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,10.0,3.0,Middle (3-4),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,57
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,10.0,4.0,Middle (3-4),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,56
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,10.0,5.0,Late (5-6),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,55
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,10.0,6.0,Late (5-6),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,54
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,11.0,2.0,Early (1-2),0.0,Powerplay (0-6),6.0,0,1,0,1,,No RRR,,52
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,11.0,3.0,Middle (3-4),0.0,Powerplay (0-6),2.0,0,0,0,0,,No RRR,,51
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,11.0,4.0,Middle (3-4),0.0,Powerplay (0-6),1.0,0,0,0,0,,No RRR,,50
SP Narine,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,11.0,6.0,Late (5-6),0.0,Powerplay (0-6),0.0,1,0,0,0,,No RRR,,48
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,15.0,2.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,28
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,15.0,3.0,Middle (3-4),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,27
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,15.0,6.0,Late (5-6),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,24
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,1.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,24
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,2.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,24
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,3.0,Middle (3-4),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,23
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,4.0,Middle (3-4),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,22
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,16.0,6.0,Late (5-6),15.0,Middle (7-15),2.0,0,0,0,0,,No RRR,,20
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,2.0,Early (1-2),15.0,Middle (7-15),0.0,1,0,0,0,,No RRR,,16
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,3.0,Middle (3-4),15.0,Middle (7-15),4.0,0,1,1,0,,No RRR,,15
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,17.0,4.0,Middle (3-4),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,14
SS Iyer,Kolkata Knight Riders,LAT20 # 13584,2024,2nd,18.0,1.0,Early (1-2),15.0,Middle (7-15),1.0,0,0,0,0,,No RRR,,11
